cond,opponent,n_seeds,score,score_lo,score_hi,pure_winrate,draw_rate,wez_time,damage,surv_time,viol_deck,viol_over_g,viol_total
RL-b8000000-a1.00,BT-v2,100,0.6775,0.5807895192187987,0.7610777889177213,0.7232704402515723,0.205,3.9727798166066823,50.665224614271914,79.09653946513404,0.05840863145390844,0.05913048872258809,0.11753912017649652
BT-v2,BT-v2,100,0.64,0.5423540245160873,0.7272877959859567,0.6728395061728395,0.19,3.9970786591442855,50.25030742522594,73.21371078599756,0.04945583344199014,0.0494176484300315,0.09887348187202165
RL-b3000000-a1.00,BT-v2,100,0.6225,0.5246206815768958,0.7113159113623928,0.6521739130434783,0.195,4.117334455734156,51.52705805492354,76.23984022394828,0.04490957801805794,0.04521461632037537,0.0901241943384333
HYB-b3000000-a0.50,BT-v2,100,0.555,0.4573588254505884,0.6485718897466433,0.569620253164557,0.21,3.950297788838292,50.91697396384784,74.6226854947383,0.011937911249212986,0.011855604586538431,0.023793515835751417
HYB-b1000000-a0.75,BT-v2,100,0.5425,0.4450944474009774,0.6367611052514288,0.5548387096774193,0.225,3.9474786904797003,47.150342026659274,78.80378795963236,0.019561019484526408,0.02026656797702938,0.039827587461555784
RL-b1000000-a1.00,BT-v2,100,0.5225,0.42559299091246955,0.6177423016682161,0.5298013245033113,0.245,4.273917725909697,47.81076800134437,73.61789379387233,0.03399751839791449,0.03391288422934864,0.06791040262726314
HYB-b1000000-a0.50,BT-v2,100,0.52,0.4231657776522396,0.615354482419481,0.5253164556962026,0.21,3.9307466907852757,51.276581551574246,73.90139207157532,0.010171933829433242,0.010112988939762965,0.020284922769196204
HYB-b1000000-a0.25,BT-v2,100,0.5175,0.4207408850390614,0.612964342523694,0.5220125786163522,0.205,4.108380364202775,51.83811252011781,76.35730164843054,0.0039218226840780695,0.0038576123361127707,0.007779435020190839
BT-v3,BT-v2,100,0.44,0.34672026630160796,0.5377189534832303,0.4240506329113924,0.21,4.183407129775738,48.28826296124258,73.07823098179425,3.794307548364106e-05,4.492004705528511e-05,8.286312253892616e-05
BT-v1,BT-v2,100,0.34,0.25461520797348164,0.43722271145275377,0.3048780487804878,0.18,4.102699155837324,48.99578947380401,73.82035001997622,0.0020077416117696293,0.002054765923807329,0.0040625075355769594
RL-b8000000-a1.00,BT-v3,100,0.65,0.5525444329688797,0.7363575175690247,0.6851851851851852,0.19,3.994245877369728,54.254539212791066,76.40629591609266,0.06060981051677155,0.05878609403007206,0.11939590454684361
RL-b3000000-a1.00,BT-v3,100,0.575,0.4771045959061151,0.667346379362837,0.5961538461538461,0.22,3.919732399504615,54.820935860734956,75.3076468749715,0.04505034107763208,0.04669639545405614,0.0917467365316882
HYB-b3000000-a0.50,BT-v3,100,0.5625,0.4647457014610555,0.6556301112630712,0.5786163522012578,0.205,3.8857512209750222,46.44304132063037,76.23606484683107,0.011856391086701182,0.011884877293204865,0.023741268379906054
HYB-b1000000-a0.75,BT-v3,100,0.505,0.4086511935295234,0.6009788714884068,0.506578947368421,0.24,3.842207650103688,50.42284892665044,71.89408198941715,0.02077379838052825,0.019218742648517674,0.039992541029045925
HYB-b1000000-a0.50,BT-v3,100,0.4925,0.39661940088890363,0.588935501584201,0.49056603773584906,0.205,3.9642381919339487,47.7207975100996,74.57831827727462,0.010100924628273798,0.010161914004417356,0.02026283863269115
RL-b1000000-a1.00,BT-v3,100,0.4825,0.38703565747630586,0.5792591149609384,0.4779874213836478,0.205,4.202278823310803,50.39018040176584,73.63468012621088,0.034587973685347606,0.035108108848802125,0.06969608253414973
HYB-b1000000-a0.25,BT-v3,100,0.475,0.37987220115774883,0.5719774737526003,0.46875,0.2,4.046834518150658,53.43589104332692,73.93280239124535,0.003931004101221321,0.0039663477970450604,0.007897351898266382
BT-v2,BT-v3,100,0.4675,0.3727296589092544,0.5646749184741996,0.4557823129251701,0.265,4.068889360196966,49.87882871849137,71.58929165692876,0.04868544945460115,0.04910697454061363,0.09779242399521478
BT-v3,BT-v3,100,0.43,0.33733298524110106,0.5278461045078768,0.40789473684210525,0.24,3.7664539696187065,55.715196590074235,77.78854582316596,3.7350271311818064e-05,4.371439902503096e-05,8.106467033684903e-05
BT-v1,BT-v3,100,0.35,0.26364248243097527,0.44745556703112027,0.2972972972972973,0.26,3.91801449823991,49.56047724635923,74.6152376290968,0.002026444758268526,0.001950433268989385,0.003976878027257911
