cond,opponent,wins,losses,pure_winrate,p_raw,p_holm,significant
BT-v1,BT-v2,2,102,0.019230769230769232,5.384961754264932e-28,4.1464205507839975e-26,True
BT-v1,BT-v3,1,108,0.009174311926605505,3.389636702121535e-31,2.813398462760874e-29,True
BT-v2,BT-v2,51,51,0.5,1.0,1.0,False
BT-v2,BT-v3,152,15,0.9101796407185628,1.0384614835804017e-29,8.411538017001254e-28,True
BT-v3,BT-v2,15,152,0.08982035928143713,1.0384614835804017e-29,8.411538017001254e-28,True
BT-v3,BT-v3,67,67,0.5,1.0,1.0,False
HYB-s0-b0-a0.25,BT-v2,52,58,0.4727272727272727,0.6337556480191593,1.0,False
HYB-s0-b0-a0.25,BT-v3,148,16,0.9024390243902439,5.883217541821915e-28,4.471245331784655e-26,True
HYB-s0-b0-a0.50,BT-v2,43,65,0.39814814814814814,0.04280722079922558,0.7705299743860605,False
HYB-s0-b0-a0.50,BT-v3,149,18,0.8922155688622755,7.482437985622533e-27,5.5370041093606745e-25,True
HYB-s0-b0-a0.75,BT-v2,45,72,0.38461538461538464,0.015864496824406386,0.3172899364881277,False
HYB-s0-b0-a0.75,BT-v3,145,22,0.8682634730538922,2.0890323117801408e-23,1.4205419720104957e-21,True
HYB-s0-b100-a0.25,BT-v2,57,74,0.4351145038167939,0.16188152458394647,1.0,False
HYB-s0-b100-a0.25,BT-v3,148,15,0.9079754601226994,1.1394687722815318e-28,9.001803301024101e-27,True
HYB-s0-b100-a0.50,BT-v2,66,51,0.5641025641025641,0.19534905940457784,1.0,False
HYB-s0-b100-a0.50,BT-v3,134,19,0.8758169934640523,1.684438433071452e-22,1.0948849814964439e-20,True
HYB-s0-b100-a0.75,BT-v2,74,42,0.6379310344827587,0.0038069274291090776,0.08755933086950879,False
HYB-s0-b100-a0.75,BT-v3,138,16,0.8961038961038961,2.110387955035952e-25,1.498375448075526e-23,True
HYB-s0-b200-a0.25,BT-v2,52,48,0.52,0.7643534344026669,1.0,False
HYB-s0-b200-a0.25,BT-v3,112,25,0.8175182481751825,2.403640054084458e-14,1.087496741176909e-12,True
HYB-s0-b200-a0.50,BT-v2,57,37,0.6063829787234043,0.049450065253179916,0.77173843473595,False
HYB-s0-b200-a0.50,BT-v3,101,21,0.8278688524590164,9.677506062033449e-14,4.2581026672947174e-12,True
HYB-s0-b200-a0.75,BT-v2,84,27,0.7567567567567568,5.46197809541596e-08,1.638593428624788e-06,True
HYB-s0-b200-a0.75,BT-v3,124,23,0.8435374149659864,6.0789951352681256e-18,3.4650272271028316e-16,True
HYB-s0-b300-a0.25,BT-v2,52,40,0.5652173913043478,0.25132210347485456,1.0,False
